,0,1,2,3,4,5,6,7,8,9
0,-0.15150250410836216,-0.18386405332821523,-0.1640260599500432,0.03961628278451972,0.0028181643939568977,0.034963307567017016,0.006689103603846494,-0.03462637356833033,0.16556842024685786,0.110991299804423
1,0.2974267418083394,0.18834429788318058,0.06271585646841038,-0.038345844280540095,-0.04683339976088425,0.07907700589648968,-0.04167804163802835,-0.15405646474529386,0.0762190041755589,0.0016692161787872585
2,0.06340925545261628,-0.06025549721282807,-0.08253955173295147,-0.009629324106372017,-0.06832339818057365,0.12023459567440091,-0.22562145920229512,-0.12616198055978242,0.003756174922670218,0.1309605422852588
3,0.09765159359933699,-0.03792051039365547,0.09254042536288042,0.13874305013115454,-0.14979675374608376,-0.13869777954435725,-0.020972112747536284,-0.024030543376078004,-0.040443834034436674,0.23626083727031702
4,0.14325670632440132,-0.1617458314373894,0.09219720417519633,0.013470184994167278,-0.058827525838049115,0.030041117292764673,0.004547225502525469,-0.07322985430078446,-0.042137901393727126,0.077587810606887
5,0.26444036300312856,0.04848833862642275,0.09445889163161036,-0.053569553527458985,-0.045580475857898414,0.07941134368751139,-0.13302978522727313,-0.1201889682688585,0.027017098115512696,-0.06607548219002139
6,0.12081516308905382,0.18332827630860268,-0.1631466584467116,0.005370217735995864,-0.06679868619823177,0.15864973136639177,-0.15575584451280977,-0.1007039367217068,0.06275906698015225,-0.08005073753705065
7,0.13553426517285008,-0.05279337662390699,-0.13267571371777825,0.0328520782234999,-0.012952145194448799,-0.002409484162205557,-0.1453474249207876,-0.008581606708384202,-0.05073480124111852,-0.03010592273943596
8,-0.040746472194197615,0.06589902852822972,0.02113541013325079,-0.19672763255891262,0.1542479391551418,-0.04161338559714504,-0.22118008322899618,-0.06584740730092442,0.0641012194301328,0.08450560429470563
9,0.22079664366681775,-0.00917089319929158,0.09158819295931427,-0.09481467518477169,-0.0517588786122767,0.13148813930501688,-0.20044298286797552,-0.17487024626876974,0.07379177073208384,-0.03925289798750596
10,0.07218477772151817,-0.09810340711683718,-0.05736596972778326,-0.01104380306203325,-0.05851933205792964,0.12401599158472047,-0.17479462321493686,-0.10632162391308758,-0.0038109143189629146,0.11437078481955526
11,-0.02713336534399342,-0.12377414230573483,-0.12909762895651195,0.03400106040118336,-0.04731306044117018,0.04827011509586088,-0.16091215750425994,-0.12408137821322701,0.05464033955711175,0.019459966530626753
12,0.14920994720008465,-0.16180515320591207,0.15126751724904033,-0.06491598984205282,-0.025544513652422007,0.05028294568625206,0.004222859808419166,-0.03531007715115216,-0.0786397827892079,-0.10574771434621263
13,-0.03146159239098089,-0.07041585429430924,-0.11438122828129953,0.0347166434290379,-0.06754305015017478,0.05320794500554269,-0.11239724160128106,-0.09568797468604173,-0.018256230541045304,0.07486093302783643
14,0.03499855801008283,-0.06638414539687625,-0.025884389095186026,0.045245449194665,-0.15244870631708365,0.2515824172339124,-0.1244753895974635,-0.02674021113374419,0.049874547717172354,-0.01962530117582614
15,0.3078334882264238,0.18325191752634182,0.07843497227757205,-0.03001937174048731,-0.08832613637829795,0.09727275977696069,-0.07654313144777729,-0.18945627464038473,0.12541954478643907,-0.04010595966312673
16,-0.026706407485355566,-0.0015690832034315507,-0.08452592233613014,0.0029255480906238396,-0.022523422040112488,0.10241163505519295,-0.07958139990573881,0.015498234497029433,0.009192909003279931,0.0863606030185389
17,0.14080607743952075,-0.053525756273904934,-0.17381916743009754,0.07570680900693966,0.036957300639310214,-0.1373662293115646,-0.2894112116471539,0.09183304142522335,-0.19484434085940205,0.05030301779453815
18,0.18437439462006086,-0.06878613530356578,0.00035728445300561515,0.03657370094754791,0.025101896381460865,-0.12808942270222967,-0.24644814408440274,0.10154700971287063,-0.172957507743978,-0.010526033342737669
19,-0.017621792740110765,-0.1676892076618348,-0.23660193767973697,0.09692578384760704,-0.07036552690720894,0.07795352609030211,-0.22377350211649064,-0.034884581294913786,-0.03566497511704108,0.07314421914694783
20,0.15654093008913858,0.026117716322427847,0.03621719237416702,-0.025686715708086467,0.01832413436423878,-0.0750840824643607,-0.03715286693610585,-0.04023983795627062,0.17375551451797594,-0.3063572574134298
21,-0.20610647203240004,-0.1447913732793145,-0.18211131640685113,0.10805705700726587,-0.04623947938480864,0.06840586307103087,0.03360352384325561,-0.056108489118041255,0.07684337670340063,0.08823057976898421
22,0.17889160923310876,0.11712424615507316,0.07793419580426446,-0.020615896236620367,-0.08583510254959803,0.039435066462143155,-0.20432909296493265,-0.1770322108423083,-0.03478143772140125,-0.07379859732532269
23,-0.05556938985424736,-0.14141262466828955,-0.1937917684431134,-0.019645471716805783,0.03987991966492686,0.07168414023863563,-0.16200316204261703,-0.05949262849335331,0.02458937617968386,0.05553037427837268
24,0.04652570879386577,0.2216577513690629,0.8125900841323181,2.0653690483479203,1.8939965436831705,0.7344775862544523,-0.20540770735108863,-0.3209460048822431,-0.14063584774467003,0.16667153986578773
25,0.019529565610034626,-0.2002659437172131,-0.013742279242071595,0.014772598987816538,-0.002132599843198007,0.014490406906270632,0.020155508045809362,-0.0014271558886135448,0.019706569340128512,0.20760045757207146
26,-0.23864279700052252,-0.09920128605430231,-0.054175188833315555,-0.009673421015839205,0.02541390026662715,-0.04122075048449416,0.08571963175838813,-0.10639153223464645,-0.029014565200220124,-0.005793254174822607
27,0.13668814453690786,-0.027608376662271533,-0.10484147911295777,0.06976977159111394,-0.0737248205313377,-0.013771640593862242,-0.10221173533519934,-0.11392227363329266,-0.031810203150903896,-0.013316276023816924
28,0.1689131553785442,-0.023033616914527544,-0.011397941505201032,-0.039418158399958055,-0.05863348467398133,0.1129648042675226,-0.2988656998582645,-0.11522311878587929,0.017535115743380375,0.0667203556977267
29,-0.004918608157593988,0.030427104308289724,0.02274330153615578,-0.10073573349829877,0.05586853412817451,0.013522397446574907,-0.095401510813217,-0.005081023283736307,-0.000792544970441078,-0.010148130167907632
30,0.015007171147745173,-0.14604776631687374,-0.21770963995099227,0.06854782046542263,-0.06249979191542308,0.10083008668367159,-0.21720765056731367,-0.09419447399569521,0.07275758204362513,0.03484120630359006
31,0.13871702327085178,0.11039928900722097,0.10561830700454003,0.20825638780917574,-0.21209114430388729,-0.2613795501915326,-0.13065079899604987,0.19078202383907394,0.2114754256461751,0.24059966351609868
32,-0.08502338489057086,0.0670427865484054,-0.31040940921463017,0.0191315232679355,0.04772851459166816,0.11935930912136818,0.12611026774644113,-0.06091988585933143,0.06528517835447843,-0.00883299944682065
33,0.13958785435867468,0.0982749564512755,-0.11868595881514152,0.024780048697056325,-0.0018982264554616194,0.08352202637530022,-0.13838460205708228,-0.05537743584369463,0.16561714976582242,-0.16885700179512075
